"type","rating","rat_detail","rat_year","rat_type","name","capacity","current","remain","waiting","phone","addr_si","addr_gu","addr_st","addr_old","lon_x","lat_y"
"방문목욕","D","보통","2014","상대평가","샬롬노인복지센터",NA,NA,0,0,"02-6014-8090","서울특별시","광진구","구의로 34","구의동, 1층",NA,NA
"방문목욕","D","보통","2014","상대평가","소망복지센터",NA,NA,0,0,"02-455-8656","서울특별시","광진구","아차산로78길 75 905호","광장동, 현대골든텔2차",NA,NA
"방문목욕","D","보통","2016","절대평가","숭덕노인복지센터",NA,NA,0,0,"02-2232-8931","서울특별시","중구","다산로21길 15","신당동",NA,NA
"방문목욕","D","보통","2016","절대평가","스마일방문요양센터",NA,NA,0,0,"02-976-0471","서울특별시","노원구","공릉로 430 102동302호","중계동, 중앙아쿠아아파트",NA,NA
"방문목욕","D","보통","2016","절대평가","어르신먼저노인복지센터",NA,NA,0,0,"02-6398-2036","서울특별시","구로구","오류로 39","오류동",NA,NA
"방문목욕","D","보통","2014","상대평가","예은사랑요양센터",NA,NA,0,0,"02-2606-2531","서울특별시","양천구","중앙로45길 32-1 302호","신정동, 신정동빌라",NA,NA
"방문목욕","D","보통","2014","상대평가","예지원방문요양서비스센터",NA,NA,0,0,"070-8825-6710","서울특별시","중구","퇴계로36길 27 3층","필동2가",NA,NA
"방문목욕","D","보통","2016","절대평가","왕금방문요양센터",NA,NA,0,0,"02-376-0522","서울특별시","은평구","갈현로11길 12","구산동, 외 1필지 2층",NA,NA
"방문목욕","D","보통","2014","상대평가","우리사랑재가노인지원센터",NA,NA,0,0,"02-2215-8027","서울특별시","동대문구","휘경로12길 83","휘경동, 2층",NA,NA
"방문목욕","D","보통","2014","상대평가","은빛사랑",NA,NA,0,0,"02-935-6599","서울특별시","노원구","상계로 193-14","상계동, 대림쇼핑센타 지하1층 4호",NA,NA
"방문목욕","D","보통","2014","상대평가","이레실버사랑복지센터",NA,NA,0,0,"02-2608-6961","서울특별시","강서구","월정로 188","화곡동, 1층",NA,NA
"방문목욕","D","보통","2014","상대평가","종려나무재가장기요양기관",NA,NA,0,0,"02-3662-9106","서울특별시","강서구","금낭화로 287-19 209호","방화동, 방화5단지아파트 제상가",NA,NA
"방문목욕","D","보통","2014","상대평가","참사랑전문케어",NA,NA,0,0,"02-831-5080","서울특별시","영등포구","대림로 167 3층302호","대림동",NA,NA
"방문목욕","D","보통","2014","상대평가","하늘사랑복지센터",NA,NA,0,0,"02-987-8204","서울특별시","강북구","솔샘로 291-1","미아동, 1층",NA,NA
"방문목욕","D","보통","2016","절대평가","하늘재가장기요양기관",NA,NA,0,0,"02-2611-8002","서울특별시","구로구","고척로 94-8","개봉동",NA,NA
"방문목욕","D","보통","2014","상대평가","한마음 노인복지센터",NA,NA,0,0,"02-6736-2646","서울특별시","구로구","남부순환로95길 88","개봉동, 두산아파트 상가3층",NA,NA
"방문목욕","D","보통","2014","상대평가","한마음꿈터복지재단",NA,NA,0,0,"02-3473-1007","서울특별시","동작구","사당로 244","사당동",NA,NA
"방문목욕","D","보통","2016","절대평가","한마음노인요양센터",NA,NA,0,0,"02-6228-7789","서울특별시","성북구","장위로40마길 17 1층","장위동",NA,NA
"방문목욕","D","보통","2014","상대평가","한마음장기요양기관",NA,NA,0,0,"02-401-1991","서울특별시","송파구","백제고분로41길 45 301호","송파동",NA,NA
"방문목욕","D","보통","2014","상대평가","한세재가노인복지센터",NA,NA,0,0,"02-438-1020","서울특별시","중랑구","신내로 50-5","신내동, 3층",NA,NA
"방문목욕","D","보통","2014","상대평가","한일재가방문요양센터",NA,NA,0,0,"02-457-6066","서울특별시","광진구","자양로26길 59","구의동",NA,NA
"방문목욕","D","보통","2014","상대평가","행복그루터기사례관리센터",NA,NA,0,0,"02-847-7126","서울특별시","영등포구","디지털로 413","대림동, 메리클 빌딩 201-1",NA,NA
"방문목욕","D","보통","2014","상대평가","행복나눔노인복지센터",NA,NA,0,0,"02-972-8845","서울특별시","노원구","하계1동 주공9단지아파트 영구임대","아종합상가 2층 206호",NA,NA
"방문목욕","D","보통","2016","절대평가","행복노인복지센터",NA,NA,0,0,"02-454-6282","서울특별시","광진구","자양로19길 16-1 302호","자양동, 세종아트빌",NA,NA
"방문목욕","D","보통","2016","절대평가","행복실버케어",NA,NA,0,0,"02-976-2855","서울특별시","노원구","화랑로 425-17 204호","공릉동, 온누리빌",NA,NA
"방문목욕","D","보통","2014","상대평가","효마을노인복지원",NA,NA,0,0,"02-6407-5407","서울특별시","강서구","곰달래로 145 203호","화곡동",NA,NA
"방문목욕","D","보통","2014","상대평가","희망재가장기요양기관",NA,NA,0,0,"02-2209-0673","서울특별시","중랑구","면목로58길 18","면목동",NA,NA
"방문목욕","E","미흡","2014","상대평가","(A)기노선복지센터",NA,NA,0,0,"070-4105-8891","서울특별시","성북구","화랑로 202 1층26호","석관동",NA,NA
"방문목욕","E","미흡","2016","절대평가","(주)광진재가복지센터",NA,NA,0,0,"02-466-6628","서울특별시","광진구","긴고랑로 12 2층","중곡동",NA,NA
"방문목욕","E","미흡","2016","절대평가","(주)벨 에스엠-실버(중앙센터)",NA,NA,0,0,"02-2631-3635","서울특별시","서대문구","충정로 8 601호","충정로3가, 종근당빌딩",NA,NA
"방문목욕","E","미흡","2014","상대평가","가나실버복지센터",NA,NA,0,0,"02-334-2996","서울특별시","마포구","동교로9길 33","망원동, 2층",NA,NA
"방문목욕","E","미흡","2014","상대평가","가족돌봄복지센터",NA,NA,0,0,"02-419-6403","서울특별시","송파구","백제고분로 383","송파동, 성일빌딩 302호",NA,NA
"방문목욕","E","미흡","2014","상대평가","고운홈케어재가센터",NA,NA,0,0,"02-445-5141","서울특별시","강남구","광평로47길 17 206호","수서동",NA,NA
"방문목욕","E","미흡","2014","상대평가","느티나무 방문요양센터",NA,NA,0,0,"02-715-1555","서울특별시","마포구","마포대로 52","도화동, 고려아카데미텔Ⅱ 지하1층 35호",NA,NA
"방문목욕","E","미흡","2016","절대평가","명성재가복지센터",NA,NA,0,0,"02-909-4077","서울특별시","성북구","동소문로 225","길음동, 4층",NA,NA
"방문목욕","E","미흡","2016","절대평가","북악실버홈케어",NA,NA,0,0,"02-720-1407","서울특별시","종로구","자하문로 276 206호","부암동, 부원빌딩",NA,NA
"방문목욕","E","미흡","2016","절대평가","섬기미방문요양센터",NA,NA,0,0,"02-310-9141","서울특별시","용산구","신흥로 133-1","용산동2가",NA,NA
"방문목욕","E","미흡","2014","상대평가","스마일재가장기요양기관",NA,NA,0,0,"02-439-3733","서울특별시","중랑구","면목로27다길 32","면목동",NA,NA
"방문목욕","E","미흡","2014","상대평가","액티피아메디칼",NA,NA,0,0,"02-3280-2181","서울특별시","동작구","등용로 128 2층201호","대방동",NA,NA
"방문목욕","E","미흡","2014","상대평가","엠마오재가장기요양기관",NA,NA,0,0,"02-2245-9205","서울특별시","중랑구","동일로118길 3","상봉동, 2층",NA,NA
"방문목욕","E","미흡","2014","상대평가","예인방문요양센터",NA,NA,0,0,"02-2642-5755","서울특별시","양천구","목동중앙남로16나길 62","목동",NA,NA
"방문목욕","E","미흡","2016","절대평가","온누리",NA,NA,0,0,"0505-577-2421","서울특별시","관악구","관악로 211","봉천동, 봉천중앙시장 2층",NA,NA
"방문목욕","E","미흡","2016","절대평가","자매홈케어재가센터",NA,NA,0,0,"02-478-3633","서울특별시","강동구","동남로49길 21-8 202호","둔촌동",NA,NA
"방문목욕","E","미흡","2016","절대평가","중랑구재가노인복지센터",NA,NA,0,0,"02-2209-0672","서울특별시","중랑구","면목로 352","면목동, 3층",NA,NA
"방문목욕","E","미흡","2014","상대평가","해드림재가장기요양센터",NA,NA,0,0,"02-2293-7571","서울특별시","성동구","마장로 262 101동1306호","마장동, 중앙하이츠아파트",NA,NA
"방문목욕","E","미흡","2016","절대평가","현대홈노인복지지원센터",NA,NA,0,0,"070-4248-6638","서울특별시","서대문구","통일로39가길 57 101동105호","홍제동",NA,NA
"방문목욕","E","미흡","2016","절대평가","효자재가복지센터",NA,NA,0,0,"02-931-1292","서울특별시","노원구","덕릉로 791 306호","상계동, 버나드빌",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A)+연세재가복지센터",NA,NA,0,0,"02-355-2010","서울특별시","은평구","역말로 78","역촌동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)가나안노인복지센터",NA,NA,0,0,"02-2652-8279","서울특별시","양천구","신목로6길 27 1층","신정동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)명아주재가센터",NA,NA,0,0,"02-702-2242","서울특별시","마포구","백범로16길 25","대흥동, 2층",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)어르신케어센터",NA,NA,0,0,"02-6094-0808","서울특별시","구로구","경인로20나길 36 1120호","오류동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A)강남세곡행복재가센터",NA,NA,0,0,"02-522-5522","서울특별시","강남구","헌릉로590길 63 203호","세곡동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)행복나무방문요양센터",NA,NA,0,0,"02-825-2004","서울특별시","동작구","상도로34길 19","상도동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A+)연세경로센터",NA,NA,0,0,"02-3664-5591","서울특별시","강서구","공항대로39길 74","등촌동, 지층",NA,NA
"방문목욕","신설기관",NA,NA,NA,"1288참사랑노인복지센터",NA,NA,0,0,"02-426-1288","서울특별시","강동구","고덕로24길 32 지층","암사동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"A+ 가족사랑방문요양센터",NA,NA,0,0,"02-452-4301","서울특별시","광진구","용마산로3길 79-1","중곡동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"A+가가호호방문요양센터",NA,NA,0,0,"02-485-8636","서울특별시","강동구","양재대로124길 25 1층","길동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"AA+가정방문요양센터",NA,NA,0,0,"02-457-7856","서울특별시","광진구","뚝섬로 681 2층","자양동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"굿모닝노인복지센터",NA,NA,0,0,"02-3421-2500","서울특별시","중랑구","봉화산로 146 2층202호","상봉동, 엘지쌍용아파트상가",NA,NA
"방문목욕","신설기관",NA,NA,NA,"물리치료와누리예케어",NA,NA,0,0,"02-1599-7713","서울특별시","중랑구","겸재로50길 33","면목동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"여민복지협동조합",NA,NA,0,0,"02-395-3662","서울특별시","서대문구","연희로 261-10 2층","홍은동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"한결방문요양센터",NA,NA,0,0,"02-433-7877","서울특별시","중랑구","신내로 112 202호","신내동, 동성아파트 제이이동 상가동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"행복드림복지협동조합방문요양센터",NA,NA,0,0,"02-309-2434","서울특별시","서대문구","거북골로 154 상가동2층203호","북가좌동, 북가좌삼호아파트",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"강동오륜방문요양센터",NA,NA,0,0,"02-428-4860","서울특별시","강동구","상암로63길 48 1층","명일동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(1)하이케어서비스 마포실버복지센터",NA,NA,0,0,"02-309-8550","서울특별시","마포구","월드컵북로 177-1","성산동, 1층",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)비지팅엔젤스 신림지점",NA,NA,0,0,"02-856-0061","서울특별시","관악구","남부순환로 1459 3층","신림동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)비지팅엔젤스 강동지점",NA,NA,0,0,"02-479-0533","서울특별시","강동구","양재대로 1330 315호호","둔촌동, 둔촌종합상가",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)비지팅엔젤스 관악미성지점",NA,NA,0,0,"02-6404-2251","서울특별시","관악구","양산길 3","신림동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)비지팅엔젤스 광진군자지점",NA,NA,0,0,"02-455-2626","서울특별시","광진구","아차산로 635 316호","광장동, 한수상가",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)비지팅엔젤스 구로개봉지점",NA,NA,0,0,"02-2613-8116","서울특별시","구로구","중앙로 23","고척동, 동선상가 202호",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)비지팅엔젤스 동작지점",NA,NA,0,0,"02-821-2425","서울특별시","동작구","장승배기로 96 401호","노량진동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)비지팅엔젤스 목동지점",NA,NA,0,0,"02-2644-1480","서울특별시","양천구","은행정로 5 2층206호호","신정동, 에벤에셀프라자",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A)비지팅엔젤스 서대문지점",NA,NA,0,0,"02-379-9042","서울특별시","서대문구","통일로39가길 57 3층3호","홍제동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)비지팅엔젤스 성동행당지점",NA,NA,0,0,"02-488-6045","서울특별시","성동구","자동차시장1길 103 818호","용답동, 삼호오피스텔",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)비지팅엔젤스 영등포지점",NA,NA,0,0,"02-2671-1715","서울특별시","영등포구","당산로36길 12 201동동214호호","당산동4가, 당산2차 삼성아파트",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)엔젤케어재가복지센터",NA,NA,0,0,"02-552-8553","서울특별시","강남구","테헤란로 310 810호호","역삼동, 두꺼비빌딩",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A)효사랑재가복지센터",NA,NA,0,0,"02-925-1232","서울특별시","성북구","삼선교로23길 10","삼선동4가, 동진B/D 203호",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A+)강동포도나무요양원",NA,NA,0,0,"02-427-6888","서울특별시","강동구","상암로 195 2층201호","명일동, 에이플러스빌딩",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(Hi)하이케어서비스재가방문센터",NA,NA,0,0,"02-2601-8550","서울특별시","양천구","오목로 167","신정동, 운성빌딩 102호",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(협)노인돌봄데이케어센터",NA,NA,0,0,"070-8808-9929","서울특별시","은평구","가좌로 306","신사동, 규영빌딩 3층",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(협)효마을중랑복지촌 2호",NA,NA,0,0,"070-7603-8100","서울특별시","중랑구","용마공원로3길 24-10 지층","망우동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"A+어울림",NA,NA,0,0,"02-415-2015","서울특별시","송파구","올림픽로 336 2011호","방이동, 대우유토피아",NA,NA
"방문목욕","신설기관",NA,NA,NA,"온누리재가복지센터",NA,NA,0,0,"02-2668-6795","서울특별시","강서구","화곡로52길 37 2층","화곡동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"파랑새재가노인복지센터",NA,NA,0,0,"02-876-9004","서울특별시","관악구","광신길 237","신림동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)21세기홈케어센터",NA,NA,0,0,"02-888-1717","서울특별시","관악구","관악로 219 2층","봉천동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)강남복지콜 재가노인복지센터",NA,NA,0,0,"02-2226-5119","서울특별시","강남구","양재대로55길 37 304호","일원동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)강남온누리재가노인복지센터",NA,NA,0,0,"02-565-5075","서울특별시","강남구","언주로 118 902호","도곡동, 우성캐릭터 199",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A)공동체나눔노인복지센터",NA,NA,0,0,"02-905-9988","서울특별시","도봉구","도당로 7 102호","쌍문동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)무지개재가복지센터",NA,NA,0,0,"02-955-2049","서울특별시","도봉구","도봉로150가길 27 101동동102호호","방학동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)봄날재가복지센터",NA,NA,0,0,"02-1544-1967","서울특별시","성북구","보문로 183 1107호","삼선동4가",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A)비지팅 엔젤스 노원지점",NA,NA,0,0,"02-976-5300","서울특별시","노원구","공릉로58길 126","하계동, 102호",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)비지팅엔젤스 금천지점",NA,NA,0,0,"02-891-5757","서울특별시","금천구","시흥대로 97 20동2층203호","시흥동, 시흥유통상가",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)비지팅엔젤스 성동지점",NA,NA,0,0,"070-8157-2004","서울특별시","성동구","동호로 102 111호","금호동3가",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)비지팅엔젤스 성북지점",NA,NA,0,0,"02-942-5004","서울특별시","성북구","정릉로38바길 15 1층","정릉동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A)비지팅엔젤스강북미아지점",NA,NA,0,0,"02-983-0921","서울특별시","강북구","삼양로 171 2층","미아동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)비지팅엔젤스양천지점",NA,NA,0,0,"02-2690-6711","서울특별시","양천구","월정로 50 2층206호","신월동, 청솔아파트상가",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A)은빛사랑",NA,NA,0,0,"02-935-6599","서울특별시","노원구","상계로 193-14 8호","상계동, 대림쇼핑센타 지하1층",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)은혜재가복지센터",NA,NA,0,0,"02-949-2229","서울특별시","노원구","공릉로32길 19-2 1층","공릉동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A)케어앤코",NA,NA,0,0,"070-7771-9988","서울특별시","성북구","종암로 168 2층","하월곡동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A)평화로운방문요양센터",NA,NA,0,0,"02-883-3109","서울특별시","관악구","관악로13길 25 507호","봉천동, 세종오피스텔",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A)효사랑나눔재가센터",NA,NA,0,0,"070-7607-2422","서울특별시","노원구","덕릉로 712-4 3층","중계동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A+) 굿네이버 복지센터",NA,NA,0,0,"02-796-9331","서울특별시","용산구","이태원로 5-1 301호","한강로1가",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A+)가까운재가노인복지센터",NA,NA,0,0,"02-792-0644","서울특별시","동작구","사당로22길 5-4 1층102호","사당동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A+)가연간호방문요양센터",NA,NA,0,0,"070-7583-5245","서울특별시","서초구","서래로 28 5층","반포동, 전빌딩",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A+)간호요양센터",NA,NA,0,0,"02-417-0111","서울특별시","송파구","올림픽로 203 255호","잠실동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A+)늘푸른실버케어센터",NA,NA,0,0,"02-471-0247","서울특별시","강동구","진황도로 158 1층","둔촌동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A+)바른케어",NA,NA,0,0,"02-409-5330","서울특별시","송파구","동남로13길 48-7 202호","가락동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A+)서울방문요양센터",NA,NA,0,0,"02-3423-0095","서울특별시","강북구","삼양로20길 53 지층","미아동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A+)성동구장기요양노인복지센터",NA,NA,0,0,"02-2612-9000","서울특별시","성동구","왕십리로 336","도선동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A+)시니어스힐링재가요양센터",NA,NA,0,0,"02-3275-3588","서울특별시","서초구","서운로 11 207호호","서초동, 서초대우디오빌",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A+)실버케어센터",NA,NA,0,0,"02-401-0065","서울특별시","송파구","오금로 474","거여동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A+)에이플러스케어",NA,NA,0,0,"02-871-0399","서울특별시","관악구","양녕로 11 3층","봉천동, 향산빌딩",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(A+)한겨레실버 재가요양센터",NA,NA,0,0,"02-994-2324","서울특별시","마포구","마포대로16길 7 403호","아현동, 영지빌딩",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(A+)한사랑노인재가복지센터",NA,NA,0,0,"02-6278-1007","서울특별시","관악구","신원로 35 1520호호","신림동, 삼모더프라임타워",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(abi)애비재가복지센터",NA,NA,0,0,"02-6427-8500","서울특별시","강동구","천호대로 1073","천호동, 힐탑오피스텔 820호",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(abi)애비재가복지센터",NA,NA,0,0,"02-6427-8500","서울특별시","송파구","마천로45길 7 2호","마천동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(강서)제1재가장기요양기관",NA,NA,0,0,"02-2601-1111","서울특별시","강서구","강서로 193 7층","화곡동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(복)노인낙원효도사업단",NA,NA,0,0,"02-3486-4123","서울특별시","서초구","마방로10길 25","양재동, 트윈타워 A동 지 2-2",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(복)서로사랑복지센터",NA,NA,0,0,"02-459-7024","서울특별시","송파구","송파대로37길 8 401호","석촌동, 천지빌딩",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(복)진영실버복지센터",NA,NA,0,0,"02-406-7576","서울특별시","송파구","양산로 14 301호","거여동, 세신상가",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(사)굿하트 금천재가노인지원센터",NA,NA,0,0,"02-6013-7099","서울특별시","금천구","시흥대로 399 314-2호","독산동, 시티렉스",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(사)서울장애인복지협회 재가노인복지센터",NA,NA,0,0,"070-7004-1626","서울특별시","마포구","마포대로 63-8 827호","도화동, 삼창프라자",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(사)예닮재가노인복지센터",NA,NA,0,0,"02-900-9133","서울특별시","강북구","한천로166길 30 1층","수유동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(사)한국효인성건강재가복지센터",NA,NA,0,0,"02-2115-6622","서울특별시","광진구","아차산로 229","화양동, 한림타워 406호",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주) 엠코리아홈케어스 재가노인복지센터",NA,NA,0,0,"02-1661-3879","서울특별시","강남구","개포로140길 32 101호","일원동, 원효빌딩",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주) 헬스메이드 재가요양센터",NA,NA,0,0,"02-822-4441","서울특별시","동작구","대방동15길 26 1층","대방동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주)가가호호재가주간복지센터",NA,NA,0,0,"02-433-8765","서울특별시","중랑구","겸재로54길 99","면목동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주)감사하는사람들노인복지센터",NA,NA,0,0,"02-848-3532","서울특별시","영등포구","대림로 79 2층","대림동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주)강남실버재가복지센터",NA,NA,0,0,"02-3411-6050","서울특별시","강남구","양재대로55길 29 402호","일원동, 대평빌딩",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)건강가족 어르신들 세상",NA,NA,0,0,"02-6959-3378","서울특별시","구로구","공원로7길 36","구로동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)그린케어 강동노인복지센터",NA,NA,0,0,"02-428-8550","서울특별시","강동구","양재대로136길 52","명일동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)그린케어강남노인복지센터",NA,NA,0,0,"02-501-7541","서울특별시","강남구","테헤란로 313 1314호","역삼동, 성지하이츠",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주)다원복지센터",NA,NA,0,0,"02-430-9733","서울특별시","송파구","새말로6길 15 1층","문정동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)다케어성북센터",NA,NA,0,0,"070-4008-8808","서울특별시","성북구","동소문로 296 5층","하월곡동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주)디보슨케어 강북센터",NA,NA,0,0,"02-352-9924","서울특별시","은평구","응암로 347 1층101호","녹번동, 로하스오피스텔",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주)롱라이프그린케어광진노인복지센터",NA,NA,0,0,"02-447-6290","서울특별시","광진구","구의강변로 48","구의동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주)모쿠세이코리아",NA,NA,0,0,"02-2074-9988","서울특별시","용산구","효창원로 142 3층","효창동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주)바이오피지오",NA,NA,0,0,"02-467-2001","서울특별시","광진구","천호대로 536 지하1층","군자동, 서림빌딩",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주)비전돌봄센터",NA,NA,50,0,"02-3394-7599","서울특별시","성동구","마장로 203 1층","홍익동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)사랑나눔복지법인",NA,NA,0,0,"02-423-0129","서울특별시","송파구","송파대로 423","석촌동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)삼성종합복지센터",NA,NA,0,0,"02-955-0013","서울특별시","도봉구","도봉로106길 23 102동302호","창동, 북한산현대홈시티",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)서울종합복지",NA,NA,0,0,"02-2693-3693","서울특별시","양천구","신월로 128 3층303호","신월동, 구일빌딩",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주)성동돌봄센터",NA,NA,0,0,"02-2299-6604","서울특별시","성동구","뚝섬로1길 56 501호","성수동1가, 대경빌딩",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)스미스메디컬복지센터",NA,NA,0,0,"02-954-5400","서울특별시","도봉구","도봉로152길 26","방학동, 렉시온프라자 8층",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주)시니어케어 24",NA,NA,0,0,"02-557-0850","서울특별시","강남구","테헤란로 313 1001호","역삼동, 성지하이츠1",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)아이앤유케어",NA,NA,0,0,"02-1688-2273","서울특별시","중구","퇴계로 382","신당동, 태화빌딩 1층",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)영광요양재가센터",NA,NA,0,0,"02-302-5893","서울특별시","서대문구","가좌로 119 2층","홍은동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)인사랑케어",NA,NA,0,0,"02-797-5858","서울특별시","용산구","독서당로 46 B106층110호","한남동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)잡모아 재가요양센터",NA,NA,0,0,"02-2652-5995","서울특별시","양천구","오목로 178 4층","신정동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)제이앤비케어서비스",NA,NA,0,0,"02-2098-1041","서울특별시","영등포구","경인로 775 2동1509호","문래동3가, 에이스하이테크시티",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)지음아이비에스",NA,NA,0,0,"02-716-4300","서울특별시","마포구","마포대로 44 1403호","도화동, 진도빌딩",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)한나케어",NA,NA,0,0,"02-933-4111","서울특별시","노원구","동일로 1426","상계동, 미도빌딩 505호",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주)한사랑복지센터",NA,NA,0,0,"02-386-1968","서울특별시","은평구","서오릉로17길 18-11 1층","구산동",NA,NA
"방문목욕","평가비대상",NA,NA,NA,"(주)한성실버케어센터",NA,NA,0,0,"02-459-9090","서울특별시","강남구","삼성로 14 205호","개포동",NA,NA
"방문목욕","신설기관",NA,NA,NA,"(주)효경재가노인복지센터",NA,NA,0,0,"02-451-0068","서울특별시","강남구","일원로 47","일원동, 대청빌딩 B1",NA,NA
