시도,시군구,자격별,성별,연령구분,신청자, 계 , 1등급 , 2등급 , 3등급 , 4등급 , 5등급 , 등급외 
경기도,파주시,감경,여자,80-84세,176,157,5,16,47,58,31,6
경기도,파주시,감경,여자,85세이상,284,270,14,33,90,109,24,2
경기도,이천시,일반,남자,65세미만,56,35,5,3,17,8,2,10
경기도,이천시,일반,남자,65-69세,76,41,4,6,13,14,4,16
경기도,이천시,일반,남자,70-74세,121,61,5,6,22,27,1,24
경기도,이천시,일반,남자,75-79세,177,98,7,20,43,26,2,37
경기도,이천시,일반,남자,80-84세,162,104,3,12,41,35,13,27
경기도,이천시,일반,남자,85세이상,139,91,2,11,35,38,5,28
경기도,이천시,일반,여자,65세미만,45,26,7,4,8,5,2,5
경기도,이천시,일반,여자,65-69세,120,56,4,8,20,19,5,26
경기도,이천시,일반,여자,70-74세,223,78,7,10,28,31,2,69
경기도,이천시,일반,여자,75-79세,426,227,15,26,95,80,11,89
경기도,이천시,일반,여자,80-84세,525,336,18,41,133,121,23,89
경기도,이천시,일반,여자,85세이상,523,399,21,58,171,134,15,43
경기도,이천시,기초,남자,65세미만,28,12,0,1,5,5,1,10
경기도,이천시,기초,남자,65-69세,33,17,1,4,8,3,1,9
경기도,이천시,기초,남자,70-74세,35,12,1,2,6,3,0,11
경기도,이천시,기초,남자,75-79세,24,13,0,3,4,6,0,5
경기도,이천시,기초,남자,80-84세,30,18,1,2,5,9,1,6
경기도,이천시,기초,남자,85세이상,22,15,0,4,5,6,0,4
경기도,이천시,기초,여자,65세미만,21,9,1,2,5,0,1,5
경기도,이천시,기초,여자,65-69세,27,11,0,2,3,6,0,10
경기도,이천시,기초,여자,70-74세,68,29,1,3,11,12,2,26
경기도,이천시,기초,여자,75-79세,105,55,1,11,16,24,3,31
경기도,이천시,기초,여자,80-84세,102,63,6,7,26,24,0,26
경기도,이천시,기초,여자,85세이상,131,101,10,18,43,26,4,17
경기도,이천시,의료,남자,65세미만,0,0,0,0,0,0,0,0
경기도,이천시,의료,남자,65-69세,0,0,0,0,0,0,0,0
경기도,이천시,의료,남자,70-74세,1,0,0,0,0,0,0,0
경기도,이천시,의료,남자,75-79세,2,2,0,0,2,0,0,0
경기도,이천시,의료,남자,80-84세,2,2,0,0,1,1,0,0
경기도,이천시,의료,남자,85세이상,6,3,1,0,1,1,0,0
경기도,이천시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,이천시,의료,여자,65-69세,2,2,0,0,0,2,0,0
경기도,이천시,의료,여자,70-74세,0,0,0,0,0,0,0,0
경기도,이천시,의료,여자,75-79세,6,5,0,0,2,2,1,1
경기도,이천시,의료,여자,80-84세,7,5,0,0,3,1,1,1
경기도,이천시,의료,여자,85세이상,9,8,0,3,2,3,0,0
경기도,이천시,감경,남자,65세미만,10,9,3,1,3,2,0,0
경기도,이천시,감경,남자,65-69세,9,9,1,0,2,6,0,0
경기도,이천시,감경,남자,70-74세,13,11,1,0,5,5,0,0
경기도,이천시,감경,남자,75-79세,16,14,2,2,7,3,0,0
경기도,이천시,감경,남자,80-84세,18,18,0,2,9,7,0,0
경기도,이천시,감경,남자,85세이상,17,17,0,0,6,9,2,0
경기도,이천시,감경,여자,65세미만,8,8,0,0,2,6,0,0
경기도,이천시,감경,여자,65-69세,13,13,1,2,8,2,0,0
경기도,이천시,감경,여자,70-74세,30,24,1,3,12,8,0,4
경기도,이천시,감경,여자,75-79세,58,52,4,10,19,18,1,4
경기도,이천시,감경,여자,80-84세,108,98,8,11,37,40,2,3
경기도,이천시,감경,여자,85세이상,135,128,9,24,57,36,2,2
경기도,안성시,일반,남자,65세미만,60,37,3,4,15,14,1,9
경기도,안성시,일반,남자,65-69세,72,40,3,9,16,11,1,18
경기도,안성시,일반,남자,70-74세,116,84,5,17,43,19,0,9
경기도,안성시,일반,남자,75-79세,178,127,10,19,46,40,12,20
경기도,안성시,일반,남자,80-84세,165,120,3,17,43,49,8,20
경기도,안성시,일반,남자,85세이상,178,125,6,27,41,48,3,18
경기도,안성시,일반,여자,65세미만,44,27,4,5,8,9,1,8
경기도,안성시,일반,여자,65-69세,100,49,13,6,16,11,3,25
경기도,안성시,일반,여자,70-74세,180,101,13,16,42,26,4,32
경기도,안성시,일반,여자,75-79세,416,274,15,35,99,92,33,49
경기도,안성시,일반,여자,80-84세,555,408,40,70,138,131,29,56
경기도,안성시,일반,여자,85세이상,671,550,32,104,223,171,20,31
경기도,안성시,기초,남자,65세미만,51,33,8,2,13,9,1,10
경기도,안성시,기초,남자,65-69세,30,16,1,0,7,7,1,8
경기도,안성시,기초,남자,70-74세,38,17,2,1,3,11,0,12
경기도,안성시,기초,남자,75-79세,37,23,2,1,8,8,4,8
경기도,안성시,기초,남자,80-84세,28,16,1,1,6,6,2,5
경기도,안성시,기초,남자,85세이상,11,7,0,1,3,3,0,2
경기도,안성시,기초,여자,65세미만,29,18,1,3,9,4,1,6
경기도,안성시,기초,여자,65-69세,39,12,1,0,7,4,0,17
경기도,안성시,기초,여자,70-74세,82,31,2,4,9,15,1,27
경기도,안성시,기초,여자,75-79세,126,65,5,10,22,22,6,32
경기도,안성시,기초,여자,80-84세,143,91,5,10,31,39,6,28
경기도,안성시,기초,여자,85세이상,141,112,7,34,43,27,1,16
경기도,안성시,의료,남자,65세미만,1,0,0,0,0,0,0,0
경기도,안성시,의료,남자,65-69세,2,2,1,0,1,0,0,0
경기도,안성시,의료,남자,70-74세,1,1,0,0,0,1,0,0
경기도,안성시,의료,남자,75-79세,2,1,0,0,1,0,0,0
경기도,안성시,의료,남자,80-84세,3,0,0,0,0,0,0,1
경기도,안성시,의료,남자,85세이상,3,2,0,0,1,1,0,1
경기도,안성시,의료,여자,65세미만,2,2,1,0,0,1,0,0
경기도,안성시,의료,여자,65-69세,1,0,0,0,0,0,0,1
경기도,안성시,의료,여자,70-74세,1,1,0,0,1,0,0,0
경기도,안성시,의료,여자,75-79세,2,2,0,0,1,1,0,0
경기도,안성시,의료,여자,80-84세,7,4,0,0,0,3,1,1
경기도,안성시,의료,여자,85세이상,7,7,0,2,3,1,1,0
경기도,안성시,감경,남자,65세미만,18,16,2,5,4,5,0,1
경기도,안성시,감경,남자,65-69세,11,11,0,3,4,4,0,0
경기도,안성시,감경,남자,70-74세,16,15,2,3,6,4,0,0
경기도,안성시,감경,남자,75-79세,25,23,0,4,12,7,0,0
경기도,안성시,감경,남자,80-84세,26,24,2,7,9,4,2,0
경기도,안성시,감경,남자,85세이상,21,20,1,3,6,10,0,0
경기도,안성시,감경,여자,65세미만,8,6,2,1,0,3,0,1
경기도,안성시,감경,여자,65-69세,8,5,0,0,3,1,1,2
경기도,안성시,감경,여자,70-74세,24,21,5,3,5,6,2,1
경기도,안성시,감경,여자,75-79세,90,80,4,14,35,22,5,7
경기도,안성시,감경,여자,80-84세,120,117,11,18,50,30,8,0
경기도,안성시,감경,여자,85세이상,174,168,12,32,77,44,3,3
경기도,김포시,일반,남자,65세미만,69,45,6,7,20,11,1,7
경기도,김포시,일반,남자,65-69세,102,64,3,6,32,19,4,16
경기도,김포시,일반,남자,70-74세,136,78,3,12,28,29,6,15
경기도,김포시,일반,남자,75-79세,190,141,8,22,51,50,10,16
경기도,김포시,일반,남자,80-84세,216,151,3,18,71,52,7,26
경기도,김포시,일반,남자,85세이상,177,139,9,18,54,52,6,11
경기도,김포시,일반,여자,65세미만,65,42,5,5,18,13,1,11
경기도,김포시,일반,여자,65-69세,128,59,3,12,19,23,2,30
경기도,김포시,일반,여자,70-74세,265,153,16,16,46,66,9,44
경기도,김포시,일반,여자,75-79세,457,298,17,38,88,132,23,63
경기도,김포시,일반,여자,80-84세,615,436,17,62,153,169,35,72
경기도,김포시,일반,여자,85세이상,650,529,32,56,187,230,24,36
경기도,김포시,기초,남자,65세미만,37,24,2,2,9,10,1,7
경기도,김포시,기초,남자,65-69세,40,18,0,1,9,8,0,15
경기도,김포시,기초,남자,70-74세,25,14,0,0,6,7,1,7
경기도,김포시,기초,남자,75-79세,38,19,1,1,3,11,3,12
경기도,김포시,기초,남자,80-84세,23,20,1,5,7,6,1,2
경기도,김포시,기초,남자,85세이상,22,14,0,0,5,8,1,5
경기도,김포시,기초,여자,65세미만,22,17,3,2,6,6,0,3
경기도,김포시,기초,여자,65-69세,39,23,5,2,4,12,0,12
경기도,김포시,기초,여자,70-74세,64,35,1,4,10,17,3,14
경기도,김포시,기초,여자,75-79세,81,53,1,5,13,33,1,21
경기도,김포시,기초,여자,80-84세,104,75,3,7,19,40,6,21
경기도,김포시,기초,여자,85세이상,122,101,5,18,42,33,3,12
경기도,김포시,의료,남자,65세미만,0,0,0,0,0,0,0,0
경기도,김포시,의료,남자,65-69세,0,0,0,0,0,0,0,0
경기도,김포시,의료,남자,70-74세,1,1,0,0,1,0,0,0
경기도,김포시,의료,남자,75-79세,0,0,0,0,0,0,0,0
경기도,김포시,의료,남자,80-84세,3,2,0,0,2,0,0,1
경기도,김포시,의료,남자,85세이상,8,6,0,1,2,3,0,0
경기도,김포시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,김포시,의료,여자,65-69세,1,1,0,0,0,1,0,0
경기도,김포시,의료,여자,70-74세,3,2,0,1,1,0,0,1
경기도,김포시,의료,여자,75-79세,5,3,0,0,1,1,1,2
경기도,김포시,의료,여자,80-84세,10,9,0,1,3,4,1,0
경기도,김포시,의료,여자,85세이상,11,10,0,4,3,3,0,0
경기도,김포시,감경,남자,65세미만,15,13,4,2,5,2,0,0
경기도,김포시,감경,남자,65-69세,21,20,2,3,6,8,1,1
경기도,김포시,감경,남자,70-74세,21,21,2,2,10,7,0,0
경기도,김포시,감경,남자,75-79세,37,35,0,7,9,15,4,0
경기도,김포시,감경,남자,80-84세,29,28,1,4,14,8,1,0
경기도,김포시,감경,남자,85세이상,28,28,1,4,12,11,0,0
경기도,김포시,감경,여자,65세미만,10,10,1,2,2,5,0,0
경기도,김포시,감경,여자,65-69세,17,15,1,1,6,7,0,1
경기도,김포시,감경,여자,70-74세,29,28,1,6,7,13,1,0
경기도,김포시,감경,여자,75-79세,70,64,2,5,26,25,6,0
경기도,김포시,감경,여자,80-84세,107,100,4,14,33,41,8,3
경기도,김포시,감경,여자,85세이상,156,151,6,26,54,60,5,0
경기도,화성시,일반,남자,65세미만,125,69,11,9,28,18,3,23
경기도,화성시,일반,남자,65-69세,140,81,12,15,25,23,6,29
경기도,화성시,일반,남자,70-74세,236,137,11,15,41,51,19,33
경기도,화성시,일반,남자,75-79세,289,176,8,24,71,67,6,39
경기도,화성시,일반,남자,80-84세,296,191,9,26,73,70,13,43
경기도,화성시,일반,남자,85세이상,242,163,2,20,63,67,11,25
경기도,화성시,일반,여자,65세미만,89,51,10,7,18,13,3,20
경기도,화성시,일반,여자,65-69세,191,95,12,9,32,34,8,35
경기도,화성시,일반,여자,70-74세,471,243,27,30,83,88,15,80
경기도,화성시,일반,여자,75-79세,754,453,36,55,165,163,34,118
경기도,화성시,일반,여자,80-84세,968,640,48,79,221,249,43,129
경기도,화성시,일반,여자,85세이상,1029,831,42,121,328,309,31,58
경기도,화성시,기초,남자,65세미만,82,50,9,7,15,16,3,15
경기도,화성시,기초,남자,65-69세,42,20,1,3,5,11,0,14
경기도,화성시,기초,남자,70-74세,53,33,0,5,11,16,1,11
경기도,화성시,기초,남자,75-79세,38,22,0,1,5,14,2,6
경기도,화성시,기초,남자,80-84세,36,22,0,1,10,7,4,6
경기도,화성시,기초,남자,85세이상,17,8,0,0,1,7,0,5
경기도,화성시,기초,여자,65세미만,33,28,5,9,8,6,0,3
경기도,화성시,기초,여자,65-69세,56,25,1,4,5,14,1,16
경기도,화성시,기초,여자,70-74세,89,34,1,3,9,19,2,24
경기도,화성시,기초,여자,75-79세,103,60,6,6,21,24,3,21
경기도,화성시,기초,여자,80-84세,149,98,7,16,27,43,5,28
경기도,화성시,기초,여자,85세이상,200,167,13,33,64,54,3,16
경기도,화성시,의료,남자,65세미만,2,1,0,0,0,0,1,1
경기도,화성시,의료,남자,65-69세,2,0,0,0,0,0,0,0
경기도,화성시,의료,남자,70-74세,0,0,0,0,0,0,0,0
경기도,화성시,의료,남자,75-79세,0,0,0,0,0,0,0,0
경기도,화성시,의료,남자,80-84세,4,3,0,0,2,1,0,0
경기도,화성시,의료,남자,85세이상,9,6,0,3,1,1,1,0
경기도,화성시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,화성시,의료,여자,65-69세,1,1,0,0,0,1,0,0
경기도,화성시,의료,여자,70-74세,0,0,0,0,0,0,0,0
경기도,화성시,의료,여자,75-79세,2,0,0,0,0,0,0,0
경기도,화성시,의료,여자,80-84세,11,6,0,1,3,1,1,2
경기도,화성시,의료,여자,85세이상,15,12,0,1,5,6,0,1
경기도,화성시,감경,남자,65세미만,23,18,3,1,5,8,1,1
경기도,화성시,감경,남자,65-69세,24,24,1,2,9,11,1,0
경기도,화성시,감경,남자,70-74세,31,31,1,3,13,11,3,0
경기도,화성시,감경,남자,75-79세,38,38,1,4,11,20,2,0
경기도,화성시,감경,남자,80-84세,48,46,3,2,16,23,2,0
경기도,화성시,감경,남자,85세이상,43,42,1,2,24,14,1,0
경기도,화성시,감경,여자,65세미만,15,15,1,1,5,7,1,0
경기도,화성시,감경,여자,65-69세,24,22,4,5,8,4,1,1
경기도,화성시,감경,여자,70-74세,69,60,3,8,17,27,5,4
경기도,화성시,감경,여자,75-79세,131,115,7,13,34,52,9,5
경기도,화성시,감경,여자,80-84세,206,186,9,20,75,68,14,4
경기도,화성시,감경,여자,85세이상,260,248,11,37,99,88,13,0
경기도,광주시,일반,남자,65세미만,71,44,11,7,18,7,1,13
경기도,광주시,일반,남자,65-69세,94,58,7,9,26,14,2,12
경기도,광주시,일반,남자,70-74세,159,100,7,14,46,30,3,23
경기도,광주시,일반,남자,75-79세,184,128,8,14,55,41,10,25
경기도,광주시,일반,남자,80-84세,185,139,10,19,71,34,5,15
경기도,광주시,일반,남자,85세이상,160,127,5,21,58,40,3,13
경기도,광주시,일반,여자,65세미만,91,59,14,7,21,16,1,11
경기도,광주시,일반,여자,65-69세,156,64,7,8,30,17,2,39
경기도,광주시,일반,여자,70-74세,255,124,11,19,42,47,5,55
경기도,광주시,일반,여자,75-79세,514,332,28,41,131,113,19,65
경기도,광주시,일반,여자,80-84세,554,410,23,70,170,134,13,47
경기도,광주시,일반,여자,85세이상,678,581,56,113,261,131,20,29
경기도,광주시,기초,남자,65세미만,38,24,7,0,11,5,1,9
경기도,광주시,기초,남자,65-69세,30,14,0,0,7,7,0,6
경기도,광주시,기초,남자,70-74세,21,4,0,1,0,3,0,7
경기도,광주시,기초,남자,75-79세,23,12,0,2,6,2,2,4
경기도,광주시,기초,남자,80-84세,23,17,0,2,10,4,1,3
경기도,광주시,기초,남자,85세이상,14,10,2,1,5,2,0,2
경기도,광주시,기초,여자,65세미만,16,8,0,1,4,3,0,4
경기도,광주시,기초,여자,65-69세,29,9,2,2,3,2,0,10
경기도,광주시,기초,여자,70-74세,60,32,4,3,5,18,2,6
경기도,광주시,기초,여자,75-79세,83,45,3,8,17,15,2,23
경기도,광주시,기초,여자,80-84세,88,56,2,14,25,14,1,15
경기도,광주시,기초,여자,85세이상,127,105,15,18,43,28,1,11
경기도,광주시,의료,남자,65세미만,0,0,0,0,0,0,0,0
경기도,광주시,의료,남자,65-69세,0,0,0,0,0,0,0,0
경기도,광주시,의료,남자,70-74세,1,1,0,1,0,0,0,0
경기도,광주시,의료,남자,75-79세,1,0,0,0,0,0,0,0
경기도,광주시,의료,남자,80-84세,2,2,0,2,0,0,0,0
경기도,광주시,의료,남자,85세이상,7,6,0,0,5,1,0,0
경기도,광주시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,광주시,의료,여자,65-69세,0,0,0,0,0,0,0,0
경기도,광주시,의료,여자,70-74세,4,1,0,0,0,1,0,0
경기도,광주시,의료,여자,75-79세,4,3,0,1,2,0,0,0
경기도,광주시,의료,여자,80-84세,12,9,0,2,3,3,1,1
경기도,광주시,의료,여자,85세이상,5,3,0,0,2,1,0,0
경기도,광주시,감경,남자,65세미만,27,24,2,3,14,5,0,1
경기도,광주시,감경,남자,65-69세,10,10,1,2,4,3,0,0
경기도,광주시,감경,남자,70-74세,15,13,1,2,6,4,0,0
경기도,광주시,감경,남자,75-79세,42,39,3,5,18,12,1,1
경기도,광주시,감경,남자,80-84세,26,24,1,4,12,7,0,1
경기도,광주시,감경,남자,85세이상,30,30,1,6,11,11,1,0
경기도,광주시,감경,여자,65세미만,11,11,1,2,6,2,0,0
경기도,광주시,감경,여자,65-69세,22,18,4,2,9,3,0,0
경기도,광주시,감경,여자,70-74세,50,44,5,5,21,13,0,3
경기도,광주시,감경,여자,75-79세,92,87,9,13,44,19,2,3
경기도,광주시,감경,여자,80-84세,127,124,10,24,48,39,3,1
경기도,광주시,감경,여자,85세이상,203,197,11,46,88,47,5,0
경기도,양주시,일반,남자,65세미만,64,31,1,2,15,12,1,22
경기도,양주시,일반,남자,65-69세,85,45,5,7,16,12,5,19
경기도,양주시,일반,남자,70-74세,151,90,8,11,34,31,6,30
경기도,양주시,일반,남자,75-79세,178,112,9,5,41,46,11,21
경기도,양주시,일반,남자,80-84세,166,105,8,10,45,30,12,31
경기도,양주시,일반,남자,85세이상,131,100,1,12,36,41,10,8
경기도,양주시,일반,여자,65세미만,51,25,4,2,10,9,0,14
경기도,양주시,일반,여자,65-69세,131,51,4,7,18,19,3,33
경기도,양주시,일반,여자,70-74세,263,125,9,15,46,49,6,56
경기도,양주시,일반,여자,75-79세,431,232,13,24,80,88,27,92
경기도,양주시,일반,여자,80-84세,495,341,24,41,109,124,43,61
경기도,양주시,일반,여자,85세이상,564,472,27,65,196,157,27,32
경기도,양주시,기초,남자,65세미만,79,58,5,7,22,19,5,9
경기도,양주시,기초,남자,65-69세,32,20,0,2,9,9,0,8
경기도,양주시,기초,남자,70-74세,45,27,1,3,9,10,4,11
경기도,양주시,기초,남자,75-79세,49,29,3,5,8,8,5,10
경기도,양주시,기초,남자,80-84세,32,23,1,0,3,13,6,7
경기도,양주시,기초,남자,85세이상,25,21,0,2,8,9,2,2
경기도,양주시,기초,여자,65세미만,35,25,4,2,8,7,4,5
경기도,양주시,기초,여자,65-69세,46,21,2,0,10,6,3,16
경기도,양주시,기초,여자,70-74세,78,38,5,3,16,13,1,24
경기도,양주시,기초,여자,75-79세,137,91,4,13,30,32,12,31
경기도,양주시,기초,여자,80-84세,130,80,4,11,25,32,8,30
경기도,양주시,기초,여자,85세이상,150,121,5,20,49,37,10,13
경기도,양주시,의료,남자,65세미만,0,0,0,0,0,0,0,0
경기도,양주시,의료,남자,65-69세,4,3,0,0,1,2,0,1
경기도,양주시,의료,남자,70-74세,0,0,0,0,0,0,0,0
경기도,양주시,의료,남자,75-79세,0,0,0,0,0,0,0,0
경기도,양주시,의료,남자,80-84세,3,1,0,0,1,0,0,0
경기도,양주시,의료,남자,85세이상,5,4,0,0,2,0,2,0
경기도,양주시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,양주시,의료,여자,65-69세,0,0,0,0,0,0,0,0
경기도,양주시,의료,여자,70-74세,2,0,0,0,0,0,0,1
경기도,양주시,의료,여자,75-79세,4,2,0,0,0,2,0,0
경기도,양주시,의료,여자,80-84세,8,7,0,1,2,3,1,0
경기도,양주시,의료,여자,85세이상,11,9,0,1,3,4,1,0
경기도,양주시,감경,남자,65세미만,20,16,2,1,7,6,0,2
경기도,양주시,감경,남자,65-69세,24,19,1,2,7,9,0,3
경기도,양주시,감경,남자,70-74세,32,27,1,4,7,11,4,2
경기도,양주시,감경,남자,75-79세,45,39,2,9,18,7,3,1
경기도,양주시,감경,남자,80-84세,31,30,5,1,9,12,3,0
경기도,양주시,감경,남자,85세이상,21,21,2,3,9,6,1,0
경기도,양주시,감경,여자,65세미만,12,11,1,2,2,6,0,0
경기도,양주시,감경,여자,65-69세,18,14,2,1,6,3,2,4
경기도,양주시,감경,여자,70-74세,50,40,1,6,20,11,2,5
경기도,양주시,감경,여자,75-79세,100,88,3,14,34,30,7,7
경기도,양주시,감경,여자,80-84세,142,135,6,23,52,43,11,2
경기도,양주시,감경,여자,85세이상,193,185,13,27,82,55,8,2
경기도,포천시,일반,남자,65세미만,56,30,2,3,14,11,0,18
경기도,포천시,일반,남자,65-69세,87,47,3,4,21,17,2,23
경기도,포천시,일반,남자,70-74세,139,67,4,9,24,19,11,33
경기도,포천시,일반,남자,75-79세,162,97,8,12,29,39,9,36
경기도,포천시,일반,남자,80-84세,175,96,9,8,31,36,12,36
경기도,포천시,일반,남자,85세이상,144,104,4,8,36,42,14,24
경기도,포천시,일반,여자,65세미만,46,26,4,2,11,8,1,10
경기도,포천시,일반,여자,65-69세,120,41,3,6,13,14,5,35
경기도,포천시,일반,여자,70-74세,298,107,9,16,37,35,10,102
경기도,포천시,일반,여자,75-79세,484,247,17,26,80,92,32,133
경기도,포천시,일반,여자,80-84세,530,315,18,30,109,115,43,124
경기도,포천시,일반,여자,85세이상,538,423,20,50,155,157,41,49
경기도,포천시,기초,남자,65세미만,69,36,2,3,15,10,6,21
경기도,포천시,기초,남자,65-69세,58,25,1,0,8,15,1,23
경기도,포천시,기초,남자,70-74세,57,14,1,1,0,12,0,29
경기도,포천시,기초,남자,75-79세,65,24,0,3,8,9,4,27
경기도,포천시,기초,남자,80-84세,40,22,0,1,11,9,1,14
경기도,포천시,기초,남자,85세이상,24,12,0,1,3,6,2,9
경기도,포천시,기초,여자,65세미만,32,24,4,3,6,8,3,7
경기도,포천시,기초,여자,65-69세,68,20,0,1,7,12,0,32
경기도,포천시,기초,여자,70-74세,110,43,4,5,15,13,6,46
경기도,포천시,기초,여자,75-79세,164,72,5,7,17,37,6,61
경기도,포천시,기초,여자,80-84세,115,58,3,7,24,21,3,41
경기도,포천시,기초,여자,85세이상,141,104,9,13,38,37,7,22
경기도,포천시,의료,남자,65세미만,0,0,0,0,0,0,0,0
경기도,포천시,의료,남자,65-69세,2,1,1,0,0,0,0,0
경기도,포천시,의료,남자,70-74세,0,0,0,0,0,0,0,0
경기도,포천시,의료,남자,75-79세,0,0,0,0,0,0,0,0
경기도,포천시,의료,남자,80-84세,2,2,0,0,2,0,0,0
경기도,포천시,의료,남자,85세이상,9,6,1,0,1,3,1,3
경기도,포천시,의료,여자,65세미만,0,0,0,0,0,0,0,0
경기도,포천시,의료,여자,65-69세,0,0,0,0,0,0,0,0
경기도,포천시,의료,여자,70-74세,2,0,0,0,0,0,0,0
경기도,포천시,의료,여자,75-79세,5,3,0,1,0,2,0,0
경기도,포천시,의료,여자,80-84세,9,4,0,1,1,2,0,3
경기도,포천시,의료,여자,85세이상,8,7,0,0,3,2,2,0
경기도,포천시,감경,남자,65세미만,24,22,2,1,6,11,2,2
경기도,포천시,감경,남자,65-69세,20,18,1,1,7,8,1,2
경기도,포천시,감경,남자,70-74세,24,22,2,5,4,10,1,2
경기도,포천시,감경,남자,75-79세,43,37,1,4,14,15,3,6
경기도,포천시,감경,남자,80-84세,40,37,1,1,10,23,2,1
경기도,포천시,감경,남자,85세이상,35,34,0,0,11,18,5,0
경기도,포천시,감경,여자,65세미만,9,8,0,1,6,1,0,1
경기도,포천시,감경,여자,65-69세,17,14,1,2,4,6,1,2
경기도,포천시,감경,여자,70-74세,52,42,1,5,11,23,2,8
경기도,포천시,감경,여자,75-79세,102,87,6,9,26,38,8,10
경기도,포천시,감경,여자,80-84세,141,122,5,12,44,46,15,7
경기도,포천시,감경,여자,85세이상,204,194,8,27,69,78,12,2
경기도,여주시,일반,남자,65세미만,44,21,2,4,9,5,1,9
경기도,여주시,일반,남자,65-69세,41,19,2,3,6,8,0,8
경기도,여주시,일반,남자,70-74세,107,64,10,9,28,15,2,16
경기도,여주시,일반,남자,75-79세,143,85,9,18,27,24,7,16
경기도,여주시,일반,남자,80-84세,152,103,8,14,33,41,7,20
경기도,여주시,일반,남자,85세이상,97,69,8,8,26,26,1,7
경기도,여주시,일반,여자,65세미만,31,17,5,2,7,3,0,5
경기도,여주시,일반,여자,65-69세,81,28,5,7,6,9,1,17
경기도,여주시,일반,여자,70-74세,213,76,11,16,23,23,3,49
경기도,여주시,일반,여자,75-79세,366,195,18,31,78,59,9,55
경기도,여주시,일반,여자,80-84세,439,274,24,52,89,96,13,60
경기도,여주시,일반,여자,85세이상,429,310,34,56,113,88,19,42
경기도,여주시,기초,남자,65세미만,35,26,5,2,7,9,3,7
경기도,여주시,기초,남자,65-69세,29,11,1,1,1,8,0,8
경기도,여주시,기초,남자,70-74세,37,13,1,0,7,5,0,11
경기도,여주시,기초,남자,75-79세,28,20,2,2,5,9,2,3
경기도,여주시,기초,남자,80-84세,12,6,0,1,3,2,0,3
경기도,여주시,기초,남자,85세이상,11,7,2,1,1,3,0,1
경기도,여주시,기초,여자,65세미만,19,16,5,1,6,3,1,1
경기도,여주시,기초,여자,65-69세,38,14,3,4,2,4,1,12
경기도,여주시,기초,여자,70-74세,73,36,4,7,8,13,4,17
경기도,여주시,기초,여자,75-79세,108,47,4,6,19,15,3,23
경기도,여주시,기초,여자,80-84세,104,60,5,11,22,19,3,15
경기도,여주시,기초,여자,85세이상,104,78,15,15,23,23,2,13
경기도,여주시,의료,남자,65세미만,0,0,0,0,0,0,0,0
경기도,여주시,의료,남자,65-69세,1,0,0,0,0,0,0,0
경기도,여주시,의료,남자,70-74세,0,0,0,0,0,0,0,0
경기도,여주시,의료,남자,75-79세,0,0,0,0,0,0,0,0
경기도,여주시,의료,남자,80-84세,1,1,0,0,0,1,0,0
경기도,여주시,의료,남자,85세이상,2,2,2,0,0,0,0,0
경기도,여주시,의료,여자,65세미만,1,1,0,1,0,0,0,0
경기도,여주시,의료,여자,65-69세,0,0,0,0,0,0,0,0
경기도,여주시,의료,여자,70-74세,4,2,0,0,1,0,1,1
경기도,여주시,의료,여자,75-79세,6,5,0,1,2,2,0,1
경기도,여주시,의료,여자,80-84세,10,7,0,2,3,2,0,1
경기도,여주시,의료,여자,85세이상,11,8,0,3,3,2,0,1
경기도,여주시,감경,남자,65세미만,10,10,2,1,3,4,0,0
경기도,여주시,감경,남자,65-69세,9,8,1,1,3,3,0,0
경기도,여주시,감경,남자,70-74세,11,9,0,2,1,6,0,0
경기도,여주시,감경,남자,75-79세,33,30,4,8,8,10,0,1
경기도,여주시,감경,남자,80-84세,23,23,3,3,4,12,1,0
경기도,여주시,감경,남자,85세이상,16,16,0,4,3,7,2,0
경기도,여주시,감경,여자,65세미만,12,11,4,1,3,3,0,1
경기도,여주시,감경,여자,65-69세,4,4,0,1,1,2,0,0
경기도,여주시,감경,여자,70-74세,31,27,4,8,9,3,3,0
경기도,여주시,감경,여자,75-79세,60,57,9,11,21,10,6,1
경기도,여주시,감경,여자,80-84세,95,87,9,18,30,25,5,5
경기도,여주시,감경,여자,85세이상,171,164,21,31,69,37,6,3
경기도,연천군,일반,남자,65세미만,10,4,0,0,2,2,0,1
경기도,연천군,일반,남자,65-69세,22,10,1,1,4,4,0,4
경기도,연천군,일반,남자,70-74세,33,16,1,1,7,6,1,7
경기도,연천군,일반,남자,75-79세,44,27,0,0,11,6,10,10
경기도,연천군,일반,남자,80-84세,60,37,3,1,10,18,5,7
경기도,연천군,일반,남자,85세이상,42,31,2,4,8,11,6,5
경기도,연천군,일반,여자,65세미만,6,4,0,1,2,1,0,0
경기도,연천군,일반,여자,65-69세,30,13,2,2,4,3,2,8
경기도,연천군,일반,여자,70-74세,65,34,1,4,11,12,6,21
경기도,연천군,일반,여자,75-79세,113,70,3,3,22,26,16,19
경기도,연천군,일반,여자,80-84세,117,71,4,6,22,27,12,33
경기도,연천군,일반,여자,85세이상,126,95,4,10,37,28,16,16
